title,wiki_slug,year,screenwriters,directors,cast_from_list,genre,awards,notes,cast_count,period
אדם בן כלב,אדם_בן_כלב,2008,"[{""name"": ""נח סטולמן"", ""slug"": ""נח_סטולמן""}]","[{""name"": ""פול שרדר"", ""slug"": ""פול_שרדר""}]","[{""name"": ""ג'ף גולדבלום"", ""slug"": ""ג'ף_גולדבלום""}, {""name"": ""וילם דפו"", ""slug"": ""וילם_דפו""}, {""name"": ""דרק ג'קובי"", ""slug"": ""דרק_ג'קובי""}, {""name"": ""איילת זורר"", ""slug"": ""איילת_זורר""}]",דרמה,2008,,4,C (>1990)
איים אבודים,איים_אבודים_(סרט),2008,"[{""name"": ""רשף לוי"", ""slug"": ""רשף_לוי""}]","[{""name"": ""רשף לוי"", ""slug"": null}]","[{""name"": ""אושרי כהן"", ""slug"": ""אושרי_כהן""}, {""name"": ""מיכאל מושונוב"", ""slug"": ""מיכאל_מושונוב""}, {""name"": ""שמיל בן-ארי"", ""slug"": ""שמיל_בן-ארי""}, {""name"": ""אורלי זילברשץ"", ""slug"": ""אורלי_זילברשץ""}, {""name"": ""עופר שכטר"", ""slug"": ""עופר_שכטר""}]",קומדיה,2008,,5,C (>1990)
אילי ובן,אילי_ובן,2008,"[{""name"": ""אורי רביד"", ""slug"": null}]","[{""name"": ""אורי רביד"", ""slug"": null}]","[{""name"": ""ליאור אשכנזי"", ""slug"": ""ליאור_אשכנזי""}]",דרמה,2008,,1,C (>1990)
אצבע אלוהים,אצבע_אלוהים_(סרט),2008,"[{""name"": ""יגאל בורשטיין"", ""slug"": ""יגאל_בורשטיין""}]","[{""name"": ""יגאל בורשטיין"", ""slug"": null}]","[{""name"": ""אלון אבוטבול"", ""slug"": ""אלון_אבוטבול""}, {""name"": ""משה איבגי"", ""slug"": ""משה_איבגי""}]",קומדיה,2008,,2,C (>1990)
ואלס עם בשיר,ואלס_עם_בשיר,2008,"[{""name"": ""ארי פולמן"", ""slug"": ""ארי_פולמן""}]","[{""name"": ""ארי פולמן"", ""slug"": null}]","[{""name"": ""מיקי לאון"", ""slug"": ""מיקי_לאון""}, {""name"": ""יחזקאל לזרוב"", ""slug"": ""יחזקאל_לזרוב""}]","אנימציה,תיעודי",2008,,2,C (>1990)
נימפות בערפל,נימפות_בערפל_(סרט),2008,"[{""name"": ""יורם זקס"", ""slug"": ""יורם_זקס""}]","[{""name"": ""יורם זקס"", ""slug"": null}]","[{""name"": ""רועי שגב"", ""slug"": ""רועי_שגב""}, {""name"": ""בני אבני"", ""slug"": ""בני_אבני""}]",קומדיה,2008,,2,C (>1990)
עוד אני הולך,עוד_אני_הולך_(סרט),2008,"[{""name"": ""יקי יושע"", ""slug"": ""יקי_יושע""}]","[{""name"": ""יקי יושע"", ""slug"": ""יקי_יושע""}]","[{""name"": ""דני גבע"", ""slug"": ""דני_גבע""}, {""name"": ""נינה קוטלר"", ""slug"": ""נינה_קוטלר""}, {""name"": ""עמוס לביא"", ""slug"": ""עמוס_לביא""}]",דרמה,2008,,3,C (>1990)
חסר מנוחה,חסר_מנוחה,2008,"[{""name"": ""עמוס קולק"", ""slug"": ""עמוס_קולק""}]","[{""name"": ""עמוס קולק"", ""slug"": null}]","[{""name"": ""משה איבגי"", ""slug"": ""משה_איבגי""}, {""name"": ""רן דנקר"", ""slug"": ""רן_דנקר""}, {""name"": ""מיכאל מושונוב"", ""slug"": ""מיכאל_מושונוב""}]",דרמה,2008,,3,C (>1990)
עץ לימון,עץ_לימון_(סרט),2008,"[{""name"": ""ערן ריקליס"", ""slug"": ""ערן_ריקליס""}, {""name"": ""סוהא עראף"", ""slug"": ""סוהא_עראף""}]","[{""name"": ""ערן ריקליס"", ""slug"": null}]","[{""name"": ""היאם עבאס"", ""slug"": ""היאם_עבאס""}, {""name"": ""עלי סולימאן"", ""slug"": ""עלי_סולימאן""}]",דרמה,2008,,2,C (>1990)
שבעה,שבעה_(סרט),2008,"[{""name"": ""שלומי אלקבץ"", ""slug"": ""שלומי_אלקבץ""}, {""name"": ""רונית אלקבץ"", ""slug"": ""רונית_אלקבץ""}]","[{""name"": ""שלומי אלקבץ"", ""slug"": null}, {""name"": ""רונית אלקבץ"", ""slug"": null}]","[{""name"": ""יעל אבקסיס"", ""slug"": ""יעל_אבקסיס""}, {""name"": ""חנה לסלאו"", ""slug"": ""חנה_לסלאו""}, {""name"": ""משה איבגי"", ""slug"": ""משה_איבגי""}, {""name"": ""קרן מור"", ""slug"": ""קרן_מור""}, {""name"": ""אלון אבוטבול"", ""slug"": ""אלון_אבוטבול""}, {""name"": ""רונית אלקבץ"", ""slug"": null}]",דרמה,2008,,6,C (>1990)
תזכור את זה,תזכור_את_זה,2008,"[{""name"": ""עילית זקצר"", ""slug"": ""עילית_זקצר""}]","[{""name"": ""עילית זקצר"", ""slug"": null}]","[{""name"": ""תמרה קלינגון"", ""slug"": ""תמרה_קלינגון""}, {""name"": ""מעיין הרוש"", ""slug"": null}, {""name"": ""הילה מצקר-הלוי"", ""slug"": ""הילה_מצקר-הלוי""}, {""name"": ""עדי בילסקי"", ""slug"": ""עדי_בילסקי""}, {""name"": ""מעין וינשטוק"", ""slug"": ""מעין_וינשטוק""}]",דרמה,2008,,5,C (>1990)
אמא של ולנטינה,אמא_של_ולנטינה,2008,"[{""name"": ""אילנה וייזר-סנש"", ""slug"": ""אילנה_וייזר-סנש""}, {""name"": ""אריק לובצקי"", ""slug"": ""אריק_לובצקי""}]","[{""name"": ""אריק לובצקי"", ""slug"": ""אריק_לובצקי""}, {""name"": ""מתי הררי"", ""slug"": ""מתי_הררי_(יוצר)""}]","[{""name"": ""אתל קובינסקה"", ""slug"": ""אתל_קובינסקה""}, {""name"": ""יוסי אולו"", ""slug"": null}, {""name"": ""סילביה דרורי"", ""slug"": null}]",דרמה,2008,,3,C (>1990)
בנא,בנא,2009,"[{""name"": ""ניב קליינר"", ""slug"": null}]","[{""name"": ""ניב קליינר"", ""slug"": null}]","[{""name"": ""מיכאל מושונוב"", ""slug"": ""מיכאל_מושונוב""}, {""name"": ""שמואל וילוז'ני"", ""slug"": ""שמואל_וילוז'ני""}]",דרמה,2009,,2,C (>1990)
ג'וליה מיה,ג'וליה_מיה,2009,"[{""name"": ""יובל גרנות"", ""slug"": null}]","[{""name"": ""יובל גרנות"", ""slug"": null}]","[{""name"": ""חיים זנאתי"", ""slug"": ""חיים_זנאתי""}, {""name"": ""הגר בן אשר"", ""slug"": ""הגר_בן_אשר""}, {""name"": ""דורי בן זאב"", ""slug"": ""דורי_בן_זאב""}, {""name"": ""עדי אבן טוב"", ""slug"": null}]",דרמה,2009,,4,C (>1990)
הבודדים,הבודדים,2009,"[{""name"": ""גיא מאירסון"", ""slug"": null}, {""name"": ""רנן שור"", ""slug"": ""רנן_שור""}, {""name"": ""משה זונדר"", ""slug"": ""משה_זונדר""}]","[{""name"": ""רנן שור"", ""slug"": null}]","[{""name"": ""סשה אגרונוב"", ""slug"": ""סשה_אגרונוב""}, {""name"": ""צחי גראד"", ""slug"": ""צחי_גראד""}, {""name"": ""הנרי דוד"", ""slug"": ""הנרי_דוד""}]",דרמה,2009,,3,C (>1990)
כלת הים,כלת_הים,2009,"[{""name"": ""קרן ידעיה"", ""slug"": ""קרן_ידעיה""}, {""name"": ""אילה בן-פורת"", ""slug"": null}]","[{""name"": ""קרן ידעיה"", ""slug"": null}]","[{""name"": ""רונית אלקבץ"", ""slug"": ""רונית_אלקבץ""}, {""name"": ""דאנה איבגי"", ""slug"": ""דאנה_איבגי""}, {""name"": ""מוני מושונוב"", ""slug"": ""מוני_מושונוב""}, {""name"": ""רועי אסף"", ""slug"": ""רועי_אסף""}, {""name"": ""מוריס כהן"", ""slug"": ""מוריס_כהן_(שחקן)""}]",דרמה,2009,,5,C (>1990)
כרמל,,2009,"[{""name"": ""עמוס גיתאי"", ""slug"": ""עמוס_גיתאי""}, {""name"": ""ארז עיני שביט"", ""slug"": null}]","[{""name"": ""עמוס גיתאי"", ""slug"": null}]",[],דרמה,2009,,0,C (>1990)
לבנון,לבנון_(סרט),2009,"[{""name"": ""שמואל מעוז"", ""slug"": ""שמואל_מעוז""}]","[{""name"": ""שמואל מעוז"", ""slug"": null}]","[{""name"": ""איתי טיראן"", ""slug"": ""איתי_טיראן""}, {""name"": ""אושרי כהן"", ""slug"": ""אושרי_כהן""}, {""name"": ""זהר שטראוס"", ""slug"": ""זהר_שטראוס""}, {""name"": ""יואב דונט"", ""slug"": ""יואב_דונט""}]",דרמה,2009,,4,C (>1990)
סיפור גדול,סיפור_גדול,2009,"[{""name"": ""שרון מימון"", ""slug"": ""שרון_מימון""}, {""name"": ""דני כהן סולל"", ""slug"": ""דני_כהן_סולל""}]","[{""name"": ""ארז תדמור"", ""slug"": ""ארז_תדמור_(במאי_קולנוע)""}, {""name"": ""שרון מימון"", ""slug"": null}]","[{""name"": ""איציק כהן"", ""slug"": ""איציק_כהן_(שחקן)""}, {""name"": ""עירית קפלן"", ""slug"": ""עירית_קפלן""}, {""name"": ""דביר בנדק"", ""slug"": ""דביר_בנדק""}, {""name"": ""לבנה פינקלשטיין"", ""slug"": ""לבנה_פינקלשטיין""}]",קומדיה,2009,,4,C (>1990)
עג'מי,עג'מי_(סרט),2009,"[{""name"": ""סקנדר קופטי"", ""slug"": null}, {""name"": ""ירון שני"", ""slug"": ""ירון_שני""}]",[],[],דרמה,2009,,0,C (>1990)
עיניים פקוחות,עיניים_פקוחות,2009,"[{""name"": ""מירב דוסטר"", ""slug"": null}]","[{""name"": ""חיים טבקמן"", ""slug"": null}]","[{""name"": ""רן דנקר"", ""slug"": ""רן_דנקר""}, {""name"": ""זהר שטראוס"", ""slug"": ""זהר_שטראוס""}]",דרמה,2009,,2,C (>1990)
קירות,קירות_(סרט),2009,"[{""name"": ""דני לרנר"", ""slug"": ""דני_לרנר""}]","[{""name"": ""דני לרנר"", ""slug"": null}]","[{""name"": ""אולגה קורילנקו"", ""slug"": ""אולגה_קורילנקו""}, {""name"": ""נינט טייב"", ""slug"": ""נינט_טייב""}, {""name"": ""זהר שטראוס"", ""slug"": ""זהר_שטראוס""}]",דרמה,2009,,3,C (>1990)
אחים,,2009,"[{""name"": ""יגאל נידם"", ""slug"": null}, {""name"": ""דוד בלחסן"", ""slug"": ""Q87050040""}]","[{""name"": ""יגאל נידם"", ""slug"": null}]","[{""name"": ""ברוך ברנר"", ""slug"": ""ברוך_ברנר""}, {""name"": ""אורנה פיטוסי"", ""slug"": ""אורנה_פיטוסי""}, {""name"": ""מיכה סלקטר"", ""slug"": ""מיכה_סלקטר""}]",דרמה,2009,,3,C (>1990)
בדרך אל החתולים,בדרך_אל_החתולים,2009,"[{""name"": ""יואב כ\""ץ"", ""slug"": ""יואב_כ\""ץ""}]","[{""name"": ""חורחה גורביץ'"", ""slug"": ""חורחה_גורביץ'""}]","[{""name"": ""מוני מושונוב"", ""slug"": ""מוני_מושונוב""}, {""name"": ""ריטה זוהר"", ""slug"": ""ריטה_זוהר""}]",דרמה,2009,,2,C (>1990)
האור השחור,האור_השחור,2009,"[{""name"": ""שחר צפניה"", ""slug"": null}]","[{""name"": ""שחר צפניה"", ""slug"": null}]","[{""name"": ""אקי אבני"", ""slug"": ""אקי_אבני""}, {""name"": ""אלייזה וינטראוב"", ""slug"": null}, {""name"": ""נתן מגד"", ""slug"": null}]",דרמה,2009,,3,C (>1990)
זרובבל,,2009,"[{""name"": ""שמואל ברו"", ""slug"": null}]","[{""name"": ""שמואל ברו"", ""slug"": null}]","[{""name"": ""מאיר דסה"", ""slug"": null}, {""name"": ""אסתר רדא"", ""slug"": ""אסתר_רדא""}]",דרמה,2009,,2,C (>1990)
חמש שעות מפריז,חמש_שעות_מפריז,2009,"[{""name"": ""ארז קו-אל"", ""slug"": ""ארז_קו-אל""}, {""name"": ""לאון פרודובסקי"", ""slug"": ""לאון_פרודובסקי""}]","[{""name"": ""לאון פרודובסקי"", ""slug"": null}]","[{""name"": ""דרור קרן"", ""slug"": ""דרור_קרן""}, {""name"": ""הלנה ירלובה"", ""slug"": ""הלנה_ירלובה""}, {""name"": ""ולדימיר פרידמן"", ""slug"": ""ולדימיר_פרידמן""}]",דרמה,2009,,3,C (>1990)
לב של אבן,,2009,"[{""name"": ""גיא חסון"", ""slug"": null}]","[{""name"": ""אלון לשם"", ""slug"": null}, {""name"": ""ריקי דה-לריינה"", ""slug"": null}, {""name"": ""עדינה דוד"", ""slug"": null}]",[],דרמה,2009,,0,C (>1990)
מוקי בוערה,מוקי_בוערה,2009,"[{""name"": ""משה זונדר"", ""slug"": ""משה_זונדר""}]","[{""name"": ""לינה צ'פלין"", ""slug"": ""לינה_צ'פלין""}, {""name"": ""סלבה צ'פלין"", ""slug"": ""סלבה_צ'פלין""}]","[{""name"": ""יואב כורש"", ""slug"": null}, {""name"": ""אפרת בן צור"", ""slug"": ""אפרת_בן_צור""}]",דרמה,2009,,2,C (>1990)
נתיב המזלות,נתיב_המזלות,2009,"[{""name"": ""אייל בן אהרון"", ""slug"": null}]","[{""name"": ""אייל בן אהרון"", ""slug"": null}]","[{""name"": ""לטי גרובמן"", ""slug"": ""לטי_גרובמן""}, {""name"": ""אייל בן אהרון"", ""slug"": null}]",דרמה,2009,,2,C (>1990)
ציון ואחיו,ציון_ואחיו,2009,"[{""name"": ""ערן מירב"", ""slug"": null}]","[{""name"": ""ערן מירב"", ""slug"": null}]","[{""name"": ""ראובן בדלוב"", ""slug"": null}, {""name"": ""עופר חיון"", ""slug"": ""עופר_חיון""}, {""name"": ""רונית אלקבץ"", ""slug"": ""רונית_אלקבץ""}]",דרמה,2009,,3,C (>1990)
שבע דקות בגן עדן,שבע_דקות_בגן_עדן,2009,"[{""name"": ""עמרי גבעון"", ""slug"": null}]","[{""name"": ""עמרי גבעון"", ""slug"": null}]","[{""name"": ""אלדד פריבס"", ""slug"": ""אלדד_פריבס""}, {""name"": ""ריימונד אמסלם"", ""slug"": ""ריימונד_אמסלם""}]",דרמה,2009,,2,C (>1990)
שני דגלים,שני_דגלים,2009,"[{""name"": ""רומן אילין"", ""slug"": null}, {""name"": ""נעה מנדל"", ""slug"": null}]","[{""name"": ""ליאור מולכו"", ""slug"": ""ליאור_מולכו""}]","[{""name"": ""נועה מנדל"", ""slug"": null}, {""name"": ""רומן אילין"", ""slug"": null}]",דרמה,2009,,2,C (>1990)
היו לילות,היו_לילות_(סרט),2010,"[{""name"": ""רוני ניניו"", ""slug"": ""רוני_ניניו""}]","[{""name"": ""רוני ניניו"", ""slug"": null}]","[{""name"": ""משה איבגי"", ""slug"": ""משה_איבגי""}, {""name"": ""דאנה איבגי"", ""slug"": ""דאנה_איבגי""}, {""name"": ""יבגניה דודינה"", ""slug"": ""יבגניה_דודינה""}]",דרמה,2010,,3,C (>1990)
המשוטט,המשוטט,2010,"[{""name"": ""אבישי סיון"", ""slug"": ""אבישי_סיון""}]","[{""name"": ""אבישי סיון"", ""slug"": null}]","[{""name"": ""עמרי פירר"", ""slug"": null}, {""name"": ""עלי נאסר"", ""slug"": ""עלי_נאסר""}, {""name"": ""רונית פלד"", ""slug"": null}, {""name"": ""שני בן חיים"", ""slug"": null}]",דרמה,2010,,4,C (>1990)
התפרצות X,התפרצות_X,2010,"[{""name"": ""עדנה מזי\""א"", ""slug"": ""עדנה_מזי\""א""}]","[{""name"": ""איתן צור"", ""slug"": ""איתן_צור""}]","[{""name"": ""יוסי פולק"", ""slug"": ""יוסי_פולק""}, {""name"": ""מלאני פרס"", ""slug"": ""מלאני_פרס""}, {""name"": ""רמי הויברגר"", ""slug"": ""רמי_הויברגר""}, {""name"": ""אורנה פורת"", ""slug"": ""אורנה_פורת""}]",דרמה,2010,,4,C (>1990)
זוהי סדום,זוהי_סדום,2010,"[{""name"": ""מולי שגב"", ""slug"": ""מולי_שגב""}, {""name"": ""אסף שלמון"", ""slug"": ""אסף_שלמון""}, {""name"": ""דוד ליפשיץ"", ""slug"": ""דוד_ליפשיץ_(תסריטאי)""}, {""name"": ""אבי נשר"", ""slug"": ""אבי_נשר""}, {""name"": ""(עריכת תסריט)"", ""slug"": null}]","[{""name"": ""אדם סנדרסון"", ""slug"": ""אדם_סנדרסון""}, {""name"": ""מולי שגב"", ""slug"": null}]","[{""name"": ""אלי פיניש"", ""slug"": ""אלי_פיניש""}, {""name"": ""אסי כהן"", ""slug"": ""אסי_כהן""}, {""name"": ""מריאנו אידלמן"", ""slug"": ""מריאנו_אידלמן""}, {""name"": ""דב נבון"", ""slug"": ""דב_נבון""}, {""name"": ""טל פרידמן"", ""slug"": ""טל_פרידמן""}, {""name"": ""עלמה זק"", ""slug"": ""עלמה_זק""}, {""name"": ""יובל סמו"", ""slug"": ""יובל_סמו""}, {""name"": ""מאור כהן"", ""slug"": ""מאור_כהן""}]",קומדיה,2010,,8,C (>1990)
כבוד,כבוד_(סרט),2010,"[{""name"": ""חיים בוזגלו"", ""slug"": ""חיים_בוזגלו""}, {""name"": ""איתן בלום"", ""slug"": ""איתן_בלום""}]","[{""name"": ""חיים בוזגלו"", ""slug"": null}]","[{""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}, {""name"": ""שמיל בן-ארי"", ""slug"": ""שמיל_בן-ארי""}, {""name"": ""עמוס לביא"", ""slug"": ""עמוס_לביא""}]",דרמה,2010,,3,C (>1990)
פובידיליה,פובידיליה,2010,"[{""name"": ""יואב פז"", ""slug"": null}, {""name"": ""דורון פז"", ""slug"": null}, {""name"": ""יזהר הר-לב"", ""slug"": ""יזהר_הר-לב""}]","[{""name"": ""יואב פז"", ""slug"": null}, {""name"": ""דורון פז"", ""slug"": null}]","[{""name"": ""עופר שכטר"", ""slug"": ""עופר_שכטר""}, {""name"": ""אפרת בוימולד"", ""slug"": ""אפרת_בוימולד""}, {""name"": ""שלמה בר-שביט"", ""slug"": ""שלמה_בר-שביט""}, {""name"": ""אפרת דור"", ""slug"": ""אפרת_דור""}]",דרמה,2010,,4,C (>1990)
פעם הייתי,פעם_הייתי,2010,"[{""name"": ""אבי נשר"", ""slug"": ""אבי_נשר""}]","[{""name"": ""אבי נשר"", ""slug"": null}]","[{""name"": ""אדיר מילר"", ""slug"": ""אדיר_מילר""}, {""name"": ""מיה דגן"", ""slug"": ""מיה_דגן""}, {""name"": ""דרור קרן"", ""slug"": ""דרור_קרן""}, {""name"": ""דב נבון"", ""slug"": ""דב_נבון""}, {""name"": ""ירדן בר-כוכבא"", ""slug"": ""ירדן_בר-כוכבא""}]",דרמה,2010,,5,C (>1990)
שליחותו של הממונה על משאבי אנוש,שליחותו_של_הממונה_על_משאבי_אנוש_(סרט),2010,"[{""name"": ""נח סטולמן"", ""slug"": ""נח_סטולמן""}]","[{""name"": ""ערן ריקליס"", ""slug"": ""ערן_ריקליס""}]","[{""name"": ""מארק איווניר"", ""slug"": ""מארק_איווניר""}, {""name"": ""רוזינה קמבוס"", ""slug"": ""רוזינה_קמבוס""}, {""name"": ""גורי אלפי"", ""slug"": ""גורי_אלפי""}, {""name"": ""גילה אלמגור"", ""slug"": ""גילה_אלמגור""}, {""name"": ""ריימונד אמסלם"", ""slug"": ""ריימונד_אמסלם""}]",דרמה,2010,,5,C (>1990)
